"","iso2c","country","GDP_per_capita","year","iso3c","region","income","lending","SIDS","label","wbl_index"
"3693","MF","St. Martin (French part)",NA,2017,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2017)",NA
"3694","MF","St. Martin (French part)",NA,2016,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2016)",NA
"3695","MF","St. Martin (French part)",NA,2015,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2015)",NA
"3696","MF","St. Martin (French part)",NA,2014,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2014)",NA
"3697","MF","St. Martin (French part)",NA,2013,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2013)",NA
"3698","MF","St. Martin (French part)",NA,2012,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2012)",NA
"3699","MF","St. Martin (French part)",NA,2011,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2011)",NA
"3700","MF","St. Martin (French part)",NA,2010,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2010)",NA
"3701","MF","St. Martin (French part)",NA,2009,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2009)",NA
"3702","MF","St. Martin (French part)",NA,2008,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2008)",NA
"3703","MF","St. Martin (French part)",NA,2007,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2007)",NA
"3704","MF","St. Martin (French part)",NA,2006,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2006)",NA
"3705","MF","St. Martin (French part)",NA,2005,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2005)",NA
"3706","MF","St. Martin (French part)",NA,2004,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2004)",NA
"3707","MF","St. Martin (French part)",NA,2003,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2003)",NA
"3708","MF","St. Martin (French part)",NA,2002,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2002)",NA
"3709","MF","St. Martin (French part)",NA,2001,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2001)",NA
"3710","MF","St. Martin (French part)",NA,2000,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 2000)",NA
"3711","MF","St. Martin (French part)",NA,1999,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 1999)",NA
"3712","MF","St. Martin (French part)",NA,1998,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 1998)",NA
"3713","MF","St. Martin (French part)",NA,1997,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 1997)",NA
"3714","MF","St. Martin (French part)",NA,1996,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 1996)",NA
"3715","MF","St. Martin (French part)",NA,1995,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 1995)",NA
"3716","MF","St. Martin (French part)",NA,1994,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 1994)",NA
"3717","MF","St. Martin (French part)",NA,1993,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 1993)",NA
"3718","MF","St. Martin (French part)",NA,1992,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 1992)",NA
"3719","MF","St. Martin (French part)",NA,1991,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 1991)",NA
"3720","MF","St. Martin (French part)",NA,1990,"MAF","Latin America & Caribbean","Low Income",NA,"Others","(MAF, 1990)",NA
"3721","MG","Madagascar",1646.22004186235,2019,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2019)",71.9
"3722","MG","Madagascar",1613.10451399018,2018,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2018)",71.9
"3723","MG","Madagascar",1584.42267833676,2017,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2017)",71.9
"3724","MG","Madagascar",1565.86692410116,2016,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2016)",71.9
"3725","MG","Madagascar",1546.76653557617,2015,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2015)",71.9
"3726","MG","Madagascar",1540.74547743344,2014,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2014)",65.6
"3727","MG","Madagascar",1531.77886750918,2013,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2013)",65.6
"3728","MG","Madagascar",1538.5163968759,2012,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2012)",65.6
"3729","MG","Madagascar",1534.93991765458,2011,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2011)",65.6
"3730","MG","Madagascar",1553.40472203892,2010,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2010)",65.6
"3731","MG","Madagascar",1587.56688082356,2009,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2009)",65.6
"3732","MG","Madagascar",1700.6961765873,2008,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2008)",60.6
"3733","MG","Madagascar",1639.88193390421,2007,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2007)",60.6
"3734","MG","Madagascar",1596.75287970833,2006,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2006)",60.6
"3735","MG","Madagascar",1559.87455072564,2005,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2005)",54.4
"3736","MG","Madagascar",1533.69865717892,2004,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2004)",54.4
"3737","MG","Madagascar",1501.27414338049,2003,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2003)",54.4
"3738","MG","Madagascar",1409.39583978608,2002,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2002)",54.4
"3739","MG","Madagascar",1658.93570356297,2001,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2001)",48.1
"3740","MG","Madagascar",1614.38228216211,2000,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 2000)",48.1
"3741","MG","Madagascar",1594.47657398095,1999,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 1999)",48.1
"3742","MG","Madagascar",1571.62911217388,1998,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 1998)",48.1
"3743","MG","Madagascar",1560.97449717004,1997,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 1997)",48.1
"3744","MG","Madagascar",1553.57590592694,1996,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 1996)",48.1
"3745","MG","Madagascar",1569.03756805783,1995,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 1995)",45
"3746","MG","Madagascar",1591.41988634964,1994,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 1994)",45
"3747","MG","Madagascar",1641.21181858037,1993,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 1993)",45
"3748","MG","Madagascar",1656.34449424847,1992,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 1992)",45
"3749","MG","Madagascar",1686.15550819393,1991,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 1991)",45
"3750","MG","Madagascar",1853.0516242955,1990,"MDG","Sub-Saharan Africa","Lower middle income","IDA","Others","(MDG, 1990)",45
"3751","MH","Marshall Islands",NA,2019,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2019)",58.8
"3752","MH","Marshall Islands",3894.17741946459,2018,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2018)",58.8
"3753","MH","Marshall Islands",3780.93897001437,2017,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2017)",58.8
"3754","MH","Marshall Islands",3653.86713101053,2016,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2016)",58.8
"3755","MH","Marshall Islands",3625.32568512855,2015,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2015)",58.8
"3756","MH","Marshall Islands",3584.76651500199,2014,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2014)",58.8
"3757","MH","Marshall Islands",3634.09893306928,2013,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2013)",58.8
"3758","MH","Marshall Islands",3517.4920752707,2012,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2012)",56.3
"3759","MH","Marshall Islands",3614.74719803553,2011,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2011)",56.3
"3760","MH","Marshall Islands",3652.95017909068,2010,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2010)",56.3
"3761","MH","Marshall Islands",3403.34720902789,2009,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2009)",56.3
"3762","MH","Marshall Islands",3359.44780871324,2008,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2008)",56.3
"3763","MH","Marshall Islands",3610.65052762731,2007,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2007)",56.3
"3764","MH","Marshall Islands",3531.25358720572,2006,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2006)",56.3
"3765","MH","Marshall Islands",3540.12745547042,2005,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2005)",56.3
"3766","MH","Marshall Islands",3510.73294739086,2004,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2004)",56.3
"3767","MH","Marshall Islands",3544.07848492849,2003,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2003)",56.3
"3768","MH","Marshall Islands",3676.98749861267,2002,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2002)",56.3
"3769","MH","Marshall Islands",3609.7189129511,2001,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2001)",56.3
"3770","MH","Marshall Islands",3423.60281410254,2000,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 2000)",56.3
"3771","MH","Marshall Islands",3399.97079433425,1999,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 1999)",56.3
"3772","MH","Marshall Islands",3447.7692474517,1998,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 1998)",56.3
"3773","MH","Marshall Islands",3469.77535386222,1997,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 1997)",56.3
"3774","MH","Marshall Islands",3702.74239360434,1996,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 1996)",56.3
"3775","MH","Marshall Islands",4134.27145336665,1995,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 1995)",56.3
"3776","MH","Marshall Islands",3838.89805789562,1994,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 1994)",56.3
"3777","MH","Marshall Islands",3653.72578411777,1993,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 1993)",56.3
"3778","MH","Marshall Islands",3487.72293606648,1992,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 1992)",56.3
"3779","MH","Marshall Islands",3311.82783745697,1991,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 1991)",56.3
"3780","MH","Marshall Islands",3388.22953202209,1990,"MHL","East Asia & Pacific","High income","IDA","SIDS","(MHL, 1990)",56.3
"3781","MK","North Macedonia",16506.0854835349,2019,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2019)",85
"3782","MK","North Macedonia",15943.9521871786,2018,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2018)",85
"3783","MK","North Macedonia",15528.9100300467,2017,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2017)",85
"3784","MK","North Macedonia",15371.9567915953,2016,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2016)",85
"3785","MK","North Macedonia",14956.4421592004,2015,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2015)",82.5
"3786","MK","North Macedonia",14411.9170300691,2014,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2014)",82.5
"3787","MK","North Macedonia",13918.6488912494,2013,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2013)",82.5
"3788","MK","North Macedonia",13534.7276337928,2012,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2012)",82.5
"3789","MK","North Macedonia",13608.5037740632,2011,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2011)",82.5
"3790","MK","North Macedonia",13308.5727080564,2010,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2010)",79.4
"3791","MK","North Macedonia",12886.68862987,2009,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2009)",76.9
"3792","MK","North Macedonia",12943.8663563743,2008,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2008)",76.9
"3793","MK","North Macedonia",12283.536739524,2007,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2007)",76.9
"3794","MK","North Macedonia",11549.5426593337,2006,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2006)",70.6
"3795","MK","North Macedonia",11000.4673492781,2005,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2005)",70.6
"3796","MK","North Macedonia",10520.7061830073,2004,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2004)",70.6
"3797","MK","North Macedonia",10068.6459310576,2003,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2003)",70.6
"3798","MK","North Macedonia",9871.3488100259,2002,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2002)",70.6
"3799","MK","North Macedonia",9755.04955681442,2001,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2001)",70.6
"3800","MK","North Macedonia",10103.4098278725,2000,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 2000)",70.6
"3801","MK","North Macedonia",9713.55637969406,1999,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 1999)",67.5
"3802","MK","North Macedonia",9366.69201941023,1998,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 1998)",67.5
"3803","MK","North Macedonia",9117.01376401118,1997,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 1997)",67.5
"3804","MK","North Macedonia",9033.47075552785,1996,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 1996)",67.5
"3805","MK","North Macedonia",8955.53758063965,1995,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 1995)",67.5
"3806","MK","North Macedonia",9063.57183022025,1994,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 1994)",64.4
"3807","MK","North Macedonia",9214.96500521549,1993,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 1993)",64.4
"3808","MK","North Macedonia",9935.62484794874,1992,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 1992)",64.4
"3809","MK","North Macedonia",10608.9825722184,1991,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 1991)",64.4
"3810","MK","North Macedonia",11290.1193340851,1990,"MKD","Europe & Central Asia","High income","IBRD","Others","(MKD, 1990)",64.4
"3811","ML","Mali",2327.37111964737,2019,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2019)",60.6
"3812","ML","Mali",2283.10116607053,2018,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2018)",54.4
"3813","ML","Mali",2248.26081603136,2017,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2017)",54.4
"3814","ML","Mali",2197.63070384002,2016,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2016)",54.4
"3815","ML","Mali",2140.61282557018,2015,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2015)",54.4
"3816","ML","Mali",2076.33521056844,2014,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2014)",54.4
"3817","ML","Mali",1995.74530456903,2013,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2013)",54.4
"3818","ML","Mali",2008.2262693426,2012,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2012)",49.4
"3819","ML","Mali",2085.85532779186,2011,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2011)",49.4
"3820","ML","Mali",2083.39549396879,2010,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2010)",49.4
"3821","ML","Mali",2041.75496705781,2009,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2009)",49.4
"3822","ML","Mali",2012.70038554089,2008,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2008)",49.4
"3823","ML","Mali",1986.03554893892,2007,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2007)",49.4
"3824","ML","Mali",1984.11858235147,2006,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2006)",49.4
"3825","ML","Mali",1959.2255074381,2005,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2005)",49.4
"3826","ML","Mali",1899.47866892076,2004,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2004)",49.4
"3827","ML","Mali",1930.60877785245,2003,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2003)",49.4
"3828","ML","Mali",1824.98152502685,2002,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2002)",49.4
"3829","ML","Mali",1824.22091927024,2001,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2001)",49.4
"3830","ML","Mali",1628.07167738444,2000,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 2000)",46.3
"3831","ML","Mali",1675.5193713183,1999,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 1999)",46.3
"3832","ML","Mali",1628.35378216581,1998,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 1998)",46.3
"3833","ML","Mali",1553.65649388307,1997,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 1997)",46.3
"3834","ML","Mali",1520.7741239755,1996,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 1996)",46.3
"3835","ML","Mali",1457.87654430095,1995,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 1995)",46.3
"3836","ML","Mali",1483.3788110857,1994,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 1994)",46.3
"3837","ML","Mali",1468.31244821169,1993,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 1993)",41.3
"3838","ML","Mali",1461.25228111992,1992,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 1992)",41.3
"3839","ML","Mali",1547.40642845996,1991,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 1991)",41.3
"3840","ML","Mali",1415.18140592398,1990,"MLI","Sub-Saharan Africa","Lower middle income","IDA","Others","(MLI, 1990)",41.3
"3841","MM","Myanmar",5142.15416557764,2019,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2019)",58.8
"3842","MM","Myanmar",5029.18087568836,2018,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2018)",58.8
"3843","MM","Myanmar",4739.91011751543,2017,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2017)",58.8
"3844","MM","Myanmar",4482.92451777193,2016,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2016)",58.8
"3845","MM","Myanmar",4268.50051474339,2015,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2015)",58.8
"3846","MM","Myanmar",4020.03736896739,2014,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2014)",58.8
"3847","MM","Myanmar",3753.32230518101,2013,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2013)",53.8
"3848","MM","Myanmar",3491.18503174438,2012,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2012)",53.8
"3849","MM","Myanmar",3279.6652955209,2011,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2011)",53.8
"3850","MM","Myanmar",3129.92081158617,2010,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2010)",53.8
"3851","MM","Myanmar",2874.78022672894,2009,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2009)",53.8
"3852","MM","Myanmar",2617.13817405702,2008,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2008)",53.8
"3853","MM","Myanmar",2388.44881261163,2007,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2007)",53.8
"3854","MM","Myanmar",2146.56788971431,2006,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2006)",53.8
"3855","MM","Myanmar",1911.95624379204,2005,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2005)",53.8
"3856","MM","Myanmar",1696.88176040742,2004,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2004)",53.8
"3857","MM","Myanmar",1507.09545874672,2003,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2003)",53.8
"3858","MM","Myanmar",1336.22277379468,2002,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2002)",53.8
"3859","MM","Myanmar",1204.83340739143,2001,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2001)",53.8
"3860","MM","Myanmar",1093.78813700429,2000,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 2000)",53.8
"3861","MM","Myanmar",972.821899269472,1999,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 1999)",53.8
"3862","MM","Myanmar",887.804748035092,1998,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 1998)",53.8
"3863","MM","Myanmar",849.48656344612,1997,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 1997)",53.8
"3864","MM","Myanmar",814.44628538076,1996,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 1996)",53.8
"3865","MM","Myanmar",774.746265744315,1995,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 1995)",53.8
"3866","MM","Myanmar",733.066002506079,1994,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 1994)",53.8
"3867","MM","Myanmar",689.908458436841,1993,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 1993)",53.8
"3868","MM","Myanmar",658.107935092824,1992,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 1992)",53.8
"3869","MM","Myanmar",607.457440147845,1991,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 1991)",53.8
"3870","MM","Myanmar",619.6451444775,1990,"MMR","East Asia & Pacific","Upper middle income","IDA","Others","(MMR, 1990)",53.8
"3871","MN","Mongolia",12309.7714311213,2019,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2019)",82.5
"3872","MN","Mongolia",11915.5792987983,2018,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2018)",82.5
"3873","MN","Mongolia",11311.7938211869,2017,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2017)",80
"3874","MN","Mongolia",10940.4150684879,2016,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2016)",80
"3875","MN","Mongolia",11022.9564768161,2015,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2015)",80
"3876","MN","Mongolia",10980.3351999307,2014,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2014)",80
"3877","MN","Mongolia",10383.7512787836,2013,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2013)",80
"3878","MN","Mongolia",9488.33960673338,2012,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2012)",80
"3879","MN","Mongolia",8613.2980786118,2011,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2011)",70.6
"3880","MN","Mongolia",7479.79740248553,2010,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2010)",70.6
"3881","MN","Mongolia",7153.43210038741,2009,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2009)",67.5
"3882","MN","Mongolia",7360.68740559092,2008,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2008)",67.5
"3883","MN","Mongolia",6858.32792630508,2007,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2007)",67.5
"3884","MN","Mongolia",6305.81827244131,2006,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2006)",67.5
"3885","MN","Mongolia",5883.3717007599,2005,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2005)",67.5
"3886","MN","Mongolia",5551.467146285,2004,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2004)",67.5
"3887","MN","Mongolia",5074.41848914622,2003,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2003)",67.5
"3888","MN","Mongolia",4791.71827663395,2002,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2002)",67.5
"3889","MN","Mongolia",4619.95813535734,2001,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2001)",67.5
"3890","MN","Mongolia",4528.95405730329,2000,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 2000)",67.5
"3891","MN","Mongolia",4517.57256017715,1999,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 1999)",67.5
"3892","MN","Mongolia",4421.25456963215,1998,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 1998)",67.5
"3893","MN","Mongolia",4314.86580386388,1997,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 1997)",67.5
"3894","MN","Mongolia",4187.39386700762,1996,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 1996)",67.5
"3895","MN","Mongolia",4128.90662525509,1995,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 1995)",67.5
"3896","MN","Mongolia",3911.2663322437,1994,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 1994)",67.5
"3897","MN","Mongolia",3858.79094487392,1993,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 1993)",67.5
"3898","MN","Mongolia",4020.04616859764,1992,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 1992)",67.5
"3899","MN","Mongolia",4481.20866238287,1991,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 1991)",61.9
"3900","MN","Mongolia",4983.76444045616,1990,"MNG","East Asia & Pacific","Upper middle income","IBRD","Others","(MNG, 1990)",61.9
"3901","MO","Macao SAR, China",123965.286431892,2019,"MAC","East Asia & Pacific","Low Income",NA,"Others","(MAC, 2019)",NA
